id,ra,nome,fase,ano,inde,pedra,ian,ida,ieg,iaa,ips,ipp,ipv,defasagem
2317,RA-712,Aluno-712,2,2024,6.2236,Agata,5.0,6.8,6.0,7.5,5.6,6.6,6.0,-1
2318,RA-1103,Aluno-1103,2,2024,7.862,Ametista,10.0,7.3,7.8,8.5,7.5,7.5,7.5,0
2319,RA-570,Aluno-570,2,2024,6.8134,Agata,5.0,6.8,8.0,8.0,5.6,7.2,6.4,-1
2320,RA-713,Aluno-713,2,2024,7.4675,Ametista,10.0,6.8,7.5,8.0,7.5,7.0,6.8,0
2321,RA-714,Aluno-714,2,2024,5.4654,Quartzo,5.0,4.0,6.9,0.0,6.3,7.7,7.0,-1
2322,RA-737,Aluno-737,2,2024,8.4695,Topázio,10.0,9.3,8.7,8.5,6.9,7.5,8.0,0
2323,RA-1474,Aluno-1474,2,2024,7.3842,Ametista,10.0,7.5,8.0,8.0,5.6,6.7,6.3,0
2324,RA-1036,Aluno-1036,2,2024,8.2841,Topázio,10.0,7.0,9.1,10.0,7.5,7.7,7.7,0
2325,RA-576,Aluno-576,2,2024,8.932,Topázio,10.0,9.3,10.0,8.5,7.5,7.8,8.5,0
2326,RA-577,Aluno-577,2,2024,6.6292,Agata,5.0,8.0,5.8,8.5,5.6,6.6,6.5,-1
2327,RA-580,Aluno-580,2,2024,7.9282,Ametista,5.0,9.3,8.9,9.0,7.5,7.0,7.2,-1
2328,RA-581,Aluno-581,2,2024,7.0833,Ametista,5.0,8.8,8.2,7.4,5.6,6.6,6.2,-1
2329,RA-841,Aluno-841,2,2024,6.0358,Agata,5.0,3.3,6.3,10.0,7.5,7.0,5.8,-1
2330,RA-730,Aluno-730,2,2024,8.4693,Topázio,10.0,9.5,7.2,8.0,6.9,9.2,8.7,0
2331,RA-855,Aluno-855,2,2024,8.5785,Topázio,10.0,8.5,10.0,9.0,7.5,7.5,7.4,0
2332,RA-820,Aluno-820,2,2024,7.4266,Ametista,10.0,6.3,6.6,10.0,7.5,8.3,6.4,0
2333,RA-715,Aluno-715,2,2024,5.3098,Quartzo,10.0,2.8,5.3,9.0,3.8,5.0,4.7,0
2334,RA-1038,Aluno-1038,2,2024,7.9646,Ametista,10.0,8.5,7.5,8.0,7.5,7.5,7.3,0
2335,RA-1475,Aluno-1475,2,2024,7.4139,Ametista,10.0,5.0,8.1,9.0,7.5,7.5,7.0,0
2336,RA-1039,Aluno-1039,2,2024,7.5496,Ametista,5.0,7.3,9.7,8.0,7.5,7.5,6.8,-1
2337,RA-745,Aluno-745,2,2024,8.6102,Topázio,10.0,8.5,10.0,9.0,6.3,7.5,8.2,0
2338,RA-718,Aluno-718,2,2024,8.7058,Topázio,10.0,9.5,9.5,10.0,5.6,7.5,7.9,1
2339,RA-1040,Aluno-1040,2,2024,7.7642,Ametista,5.0,8.3,8.5,9.5,7.5,7.5,7.3,-1
2340,RA-746,Aluno-746,2,2024,7.9033,Ametista,10.0,8.0,7.4,8.5,7.5,7.5,7.3,0
2341,RA-1069,Aluno-1069,2,2024,7.6789,Ametista,10.0,6.3,7.1,9.0,7.5,8.1,7.8,0
2342,RA-1476,Aluno-1476,2,2024,8.808,Topázio,10.0,8.5,10.0,9.5,5.6,8.4,8.8,0
2343,RA-827,Aluno-827,2,2024,8.2483,Topázio,10.0,7.3,9.8,10.0,5.0,7.7,7.9,0
2344,RA-1477,Aluno-1477,2,2024,7.0515,Ametista,10.0,5.0,8.0,8.0,7.5,6.4,6.3,0
2345,RA-762,Aluno-762,2,2024,5.9677,Quartzo,5.0,3.8,6.4,10.0,6.3,6.6,5.8,-2
2346,RA-778,Aluno-778,2,2024,8.0754,Topázio,10.0,7.0,8.1,10.0,7.5,7.5,7.7,0
2347,RA-591,Aluno-591,2,2024,6.836,Agata,5.0,7.5,7.9,7.4,6.3,5.8,6.5,-1
2348,RA-1478,Aluno-1478,2,2024,6.721,Agata,10.0,4.3,6.7,8.0,6.3,6.9,7.1,0
2349,RA-829,Aluno-829,2,2024,9.1718,Topázio,10.0,8.0,9.8,9.5,9.4,8.9,9.2,1
2350,RA-1479,Aluno-1479,2,2024,6.6158,Agata,10.0,4.3,6.2,8.5,7.5,7.2,6.0,0
2351,RA-1480,Aluno-1480,2,2024,7.0944,Ametista,5.0,5.5,8.9,8.5,7.5,7.2,7.0,-1
2352,RA-438,Aluno-438,2,2024,7.9303,Ametista,5.0,8.3,8.7,9.2,7.5,8.0,7.9,-1
2353,RA-607,Aluno-607,2,2024,7.6486,Ametista,10.0,7.0,7.5,8.5,7.5,7.2,7.2,0
2354,RA-1481,Aluno-1481,2,2024,6.8607,Agata,5.0,4.8,8.8,8.5,7.5,6.9,6.8,-1
2355,RA-1482,Aluno-1482,2,2024,5.2257,Quartzo,5.0,0.0,5.0,8.5,7.5,7.5,6.9,-1
2356,RA-1483,Aluno-1483,2,2024,7.3114,Ametista,10.0,6.5,7.9,9.5,7.5,5.8,5.7,0
2357,RA-1484,Aluno-1484,2,2024,7.7542,Ametista,5.0,7.0,10.0,9.0,6.3,7.5,7.9,-1
2358,RA-1485,Aluno-1485,2,2024,6.7387,Agata,5.0,5.0,7.7,9.0,5.6,7.5,7.4,-1
2359,RA-1486,Aluno-1486,2,2024,6.8655,Agata,10.0,5.8,5.4,8.0,6.3,7.9,7.1,0
2360,RA-597,Aluno-597,2,2024,7.8433,Ametista,10.0,6.0,9.3,9.0,7.5,7.5,6.9,0
2361,RA-624,Aluno-624,2,2024,7.2294,Ametista,10.0,4.0,8.2,8.0,7.5,7.9,7.2,0
2362,RA-1487,Aluno-1487,2,2024,8.0267,Topázio,5.0,8.3,9.6,10.0,6.3,7.7,7.8,-1
2363,RA-1488,Aluno-1488,2,2024,6.7669,Agata,10.0,3.5,7.1,8.0,7.5,7.5,6.7,0
2364,RA-1489,Aluno-1489,2,2024,5.9842,Quartzo,5.0,5.0,5.8,9.0,6.3,6.7,5.7,-1
2365,RA-600,Aluno-600,2,2024,7.8474,Ametista,10.0,7.5,8.0,8.0,7.5,7.5,7.2,0
2366,RA-663,Aluno-663,2,2024,6.6964,Agata,5.0,6.5,7.1,8.5,5.6,6.9,6.9,-1
2367,RA-1490,Aluno-1490,2,2024,7.3726,Ametista,5.0,7.8,9.6,8.5,6.3,6.7,6.3,-1
2368,RA-1491,Aluno-1491,2,2024,7.5072,Ametista,10.0,6.5,6.3,9.0,7.5,7.5,7.8,0
2369,RA-1066,Aluno-1066,2,2024,7.9326,Ametista,10.0,7.3,8.4,9.5,6.3,7.5,7.4,0
2370,RA-630,Aluno-630,2,2024,6.88,Agata,10.0,5.8,8.5,0.0,7.5,7.5,7.7,0
2371,RA-1492,Aluno-1492,2,2024,8.479,Topázio,10.0,8.0,8.8,8.0,7.5,8.8,8.5,1
2372,RA-834,Aluno-834,2,2024,8.5136,Topázio,10.0,8.8,9.1,8.0,6.3,7.7,8.7,0
2373,RA-784,Aluno-784,2,2024,8.8857,Topázio,10.0,8.8,9.8,8.0,5.6,9.4,9.4,0
2374,RA-1059,Aluno-1059,2,2024,8.6784,Topázio,10.0,7.5,10.0,8.0,6.3,9.1,9.2,0
2375,RA-612,Aluno-612,2,2024,9.134,Topázio,10.0,9.8,9.5,8.0,6.3,9.7,9.4,0
2376,RA-1060,Aluno-1060,2,2024,6.4484,Agata,10.0,3.3,6.0,9.6,6.3,7.8,6.2,0
2377,RA-761,Aluno-761,2,2024,8.1746,Topázio,10.0,7.3,8.9,8.5,6.3,8.8,8.0,0
2378,RA-1493,Aluno-1493,2,2024,6.3787,Agata,5.0,4.0,7.8,8.5,7.5,7.2,5.9,-1
2379,RA-665,Aluno-665,2,2024,5.6987,Quartzo,5.0,4.8,5.1,8.3,5.6,7.5,5.4,-1
2380,RA-1115,Aluno-1115,2,2024,6.5701,Agata,10.0,6.3,4.3,8.0,7.5,7.5,5.8,0
2381,RA-1061,Aluno-1061,2,2024,8.766,Topázio,10.0,8.5,10.0,8.5,6.3,8.4,8.7,0
2382,RA-1494,Aluno-1494,2,2024,5.8749,Quartzo,10.0,4.3,6.8,0.0,7.5,7.5,5.8,0
2383,RA-1495,Aluno-1495,2,2024,8.4845,Topázio,10.0,8.3,8.3,9.0,7.5,8.8,8.2,0
2384,RA-606,Aluno-606,2,2024,6.6453,Agata,10.0,3.3,7.6,8.5,6.9,8.1,5.6,0
2385,RA-594,Aluno-594,2,2024,6.891,Agata,10.0,7.0,5.8,6.9,6.3,8.1,6.1,0
2386,RA-1496,Aluno-1496,2,2024,6.78,Agata,10.0,4.3,5.7,9.0,7.5,7.8,6.8,0
2387,RA-1497,Aluno-1497,2,2024,5.2424,Quartzo,10.0,2.0,5.0,0.0,7.5,6.9,7.0,0
2388,RA-1498,Aluno-1498,2,2024,7.1479,Ametista,5.0,7.0,7.8,8.5,7.5,8.1,6.3,-1
2389,RA-1499,Aluno-1499,2,2024,7.9148,Ametista,10.0,6.5,9.3,8.4,6.9,8.1,7.1,0
2390,RA-788,Aluno-788,2,2024,7.9221,Ametista,10.0,5.8,9.5,8.4,6.3,8.4,7.8,0
2391,RA-1500,Aluno-1500,2,2024,7.3604,Ametista,10.0,3.5,8.3,9.5,6.9,8.4,7.6,0
2392,RA-777,Aluno-777,2,2024,7.5635,Ametista,10.0,4.5,8.8,8.0,7.5,8.1,7.7,0
2393,RA-1063,Aluno-1063,2,2024,7.2792,Ametista,5.0,7.8,9.8,5.3,7.5,7.8,6.1,-1
2394,RA-664,Aluno-664,2,2024,7.5017,Ametista,10.0,5.8,6.8,9.0,7.5,8.1,7.7,0
2395,RA-1501,Aluno-1501,2,2024,8.045,Topázio,10.0,5.0,10.0,9.5,7.5,8.4,7.5,0
2396,RA-764,Aluno-764,2,2024,7.8384,Ametista,10.0,6.0,7.9,8.0,7.5,8.4,8.3,0
2397,RA-1064,Aluno-1064,2,2024,8.9802,Topázio,10.0,8.5,9.7,9.5,7.5,8.8,8.8,0
2398,RA-1065,Aluno-1065,2,2024,8.8635,Topázio,10.0,9.3,8.8,9.5,6.3,9.1,8.8,0
2399,RA-1502,Aluno-1502,2,2024,6.8861,Agata,5.0,5.3,7.6,8.0,7.5,7.8,7.4,-1
2400,RA-781,Aluno-781,2,2024,8.4963,Topázio,10.0,7.3,9.8,8.0,7.5,8.4,8.5,0
2401,RA-608,Aluno-608,2,2024,5.779,Quartzo,10.0,4.3,3.1,9.0,6.9,7.2,5.1,0
2402,RA-796,Aluno-796,2,2024,7.0525,Ametista,5.0,5.3,8.2,8.5,7.5,7.9,7.3,-1
2403,RA-797,Aluno-797,2,2024,6.5973,Agata,5.0,7.3,4.8,9.2,7.5,6.7,6.7,-1
2404,RA-636,Aluno-636,2,2024,6.3802,Agata,10.0,5.3,4.9,8.0,7.5,6.9,5.6,0
2405,RA-1140,Aluno-1140,2,2024,7.3474,Ametista,10.0,7.0,6.1,6.8,7.5,8.1,7.4,0
2406,RA-1503,Aluno-1503,2,2024,6.9917,Agata,5.0,2.8,10.0,7.5,7.5,9.0,7.7,-1
2407,RA-814,Aluno-814,2,2024,7.9716,Ametista,10.0,7.5,9.1,7.4,7.5,7.5,7.1,0
2408,RA-637,Aluno-637,2,2024,7.6853,Ametista,10.0,7.8,6.2,7.5,7.5,8.3,7.8,0
2409,RA-652,Aluno-652,2,2024,7.3619,Ametista,10.0,5.5,6.9,8.0,7.5,7.9,7.7,0
2410,RA-816,Aluno-816,2,2024,8.9297,Topázio,10.0,9.3,9.8,7.0,7.5,9.2,8.8,0
2411,RA-1504,Aluno-1504,2,2024,6.0571,Agata,5.0,6.8,4.6,7.5,5.6,5.8,6.9,-1
2412,RA-638,Aluno-638,2,2024,6.7465,Agata,10.0,5.0,5.7,8.5,7.5,8.1,5.9,0
2413,RA-1505,Aluno-1505,2,2024,6.7199,Agata,5.0,3.8,7.5,9.5,7.5,8.8,6.9,-1
2414,RA-643,Aluno-643,2,2024,6.4022,Agata,5.0,4.5,6.9,9.0,7.5,8.1,5.8,-1
2415,RA-645,Aluno-645,2,2024,7.5022,Ametista,10.0,5.3,8.4,7.4,7.5,7.7,7.6,0
2416,RA-1068,Aluno-1068,2,2024,9.015,Topázio,10.0,9.5,9.1,9.5,7.5,8.5,8.7,0
2417,RA-798,Aluno-798,2,2024,4.6744,Quartzo,5.0,4.8,3.5,6.8,7.5,5.0,2.9,-1
2418,RA-799,Aluno-799,2,2024,7.7026,Ametista,10.0,5.3,9.1,7.9,7.5,7.9,7.5,0
2419,RA-1506,Aluno-1506,2,2024,7.1519,Ametista,10.0,3.5,8.4,8.0,7.5,6.5,7.9,0
2420,RA-802,Aluno-802,2,2024,7.8318,Ametista,10.0,8.8,7.0,7.5,7.5,8.3,6.7,0
2421,RA-1507,Aluno-1507,2,2024,5.0461,Quartzo,5.0,5.0,4.4,6.9,7.5,4.6,3.8,-1
2422,RA-1071,Aluno-1071,2,2024,4.8049,Quartzo,5.0,4.5,4.2,8.0,7.5,4.2,3.0,-1
2423,RA-1508,Aluno-1508,2,2024,8.1804,Topázio,10.0,9.3,7.2,7.5,7.5,7.5,8.2,0
2424,RA-1509,Aluno-1509,2,2024,7.5602,Ametista,10.0,7.5,6.5,8.5,7.5,6.7,7.4,0
2425,RA-1510,Aluno-1510,2,2024,9.4647,Topázio,10.0,10.0,9.8,10.0,7.5,9.6,9.0,0
2426,RA-785,Aluno-785,2,2024,9.1549,Topázio,10.0,9.0,10.0,9.5,7.5,8.8,8.9,0
2427,RA-1511,Aluno-1511,2,2024,8.9217,Topázio,10.0,8.8,9.3,10.0,7.5,8.4,8.6,0
2428,RA-752,Aluno-752,2,2024,6.5728,Agata,5.0,5.8,7.5,9.5,7.5,5.9,5.6,-1
2429,RA-790,Aluno-790,2,2024,6.8089,Agata,5.0,6.8,6.8,7.5,7.5,7.2,6.9,-1
2430,RA-590,Aluno-590,2,2024,6.7124,Agata,5.0,4.0,8.5,8.0,6.3,7.5,7.7,-1
2431,RA-1512,Aluno-1512,2,2024,8.1044,Topázio,10.0,5.5,10.0,9.5,7.5,7.8,7.6,0
2432,RA-472,Aluno-472,2,2024,6.6398,Agata,5.0,6.3,7.5,7.5,7.5,6.3,6.3,-1
2433,RA-628,Aluno-628,2,2024,8.2366,Topázio,5.0,9.0,10.0,9.0,7.5,7.2,7.8,-1
2434,RA-1513,Aluno-1513,2,2024,6.5509,Agata,5.0,3.8,7.5,8.5,7.5,7.5,7.2,-1
2435,RA-1514,Aluno-1514,2,2024,7.5206,Ametista,10.0,5.5,8.0,9.0,7.5,7.2,7.3,0
2436,RA-629,Aluno-629,2,2024,8.0613,Topázio,10.0,6.0,9.5,10.0,7.5,7.5,7.3,0
2437,RA-832,Aluno-832,2,2024,8.2403,Topázio,10.0,8.0,8.7,9.0,7.5,7.5,7.5,0
2438,RA-1515,Aluno-1515,2,2024,5.8321,Quartzo,5.0,3.5,6.7,6.4,6.3,6.9,6.7,-1
2439,RA-833,Aluno-833,2,2024,8.5185,Topázio,10.0,8.0,9.3,9.0,7.5,8.1,7.9,0
2440,RA-819,Aluno-819,2,2024,8.6526,Topázio,10.0,9.0,7.8,10.0,7.5,8.4,8.5,1
2441,RA-1073,Aluno-1073,3,2024,7.086,Ametista,10.0,6.5,6.4,9.2,7.5,6.9,5.8,0
2442,RA-494,Aluno-494,3,2024,7.9223,Ametista,10.0,6.3,7.3,7.5,8.8,7.8,8.9,0
2443,RA-484,Aluno-484,3,2024,3.8355,Quartzo,10.0,0.0,3.9,8.3,2.5,3.4,3.1,0
2444,RA-496,Aluno-496,3,2024,6.7266,Agata,10.0,5.7,5.3,10.0,6.3,6.7,6.2,0
2445,RA-1516,Aluno-1516,3,2024,7.2171,Ametista,10.0,4.7,5.4,9.6,9.4,8.0,7.5,3
2446,RA-1143,Aluno-1143,3,2024,5.8812,Quartzo,2.5,3.2,5.2,9.6,9.4,7.0,6.8,-3
2447,RA-1517,Aluno-1517,3,2024,6.2407,Agata,5.0,4.7,4.3,9.2,9.4,7.5,6.7,-1
2448,RA-1518,Aluno-1518,3,2024,5.7214,Quartzo,5.0,1.8,5.7,7.1,9.4,7.7,6.6,-1
2449,RA-227,Aluno-227,3,2024,8.074,Topázio,10.0,6.5,8.1,9.6,9.4,7.5,7.5,0
2450,RA-487,Aluno-487,3,2024,9.4171,Topázio,10.0,9.7,9.4,9.2,9.4,9.1,9.2,0
2451,RA-1076,Aluno-1076,3,2024,7.4796,Ametista,10.0,6.3,7.8,8.3,8.1,7.0,6.5,0
2452,RA-1084,Aluno-1084,3,2024,6.9071,Agata,10.0,3.7,7.7,8.8,5.6,7.0,7.5,0
2453,RA-1519,Aluno-1519,3,2024,7.2102,Ametista,10.0,4.8,5.6,9.6,8.8,8.0,7.5,3
2454,RA-490,Aluno-490,3,2024,7.3681,Ametista,10.0,6.2,5.5,9.2,8.8,7.8,7.3,1
2455,RA-346,Aluno-346,3,2024,7.7617,Ametista,10.0,6.2,9.1,10.0,2.5,8.0,8.3,0
2456,RA-546,Aluno-546,3,2024,5.7024,Quartzo,10.0,4.7,3.8,5.8,8.1,5.2,5.5,0
2457,RA-1087,Aluno-1087,3,2024,6.9139,Agata,10.0,2.7,8.4,7.9,8.8,7.2,6.6,0
2458,RA-493,Aluno-493,3,2024,7.4643,Ametista,10.0,3.2,8.9,10.0,10.0,7.0,6.7,1
2459,RA-1520,Aluno-1520,3,2024,7.0026,Ametista,5.0,3.8,9.1,8.3,8.8,7.7,7.3,-1
2460,RA-1072,Aluno-1072,3,2024,7.8154,Ametista,10.0,8.2,5.6,8.8,8.8,8.0,7.5,0
2461,RA-1521,Aluno-1521,3,2024,5.0658,Quartzo,5.0,3.2,6.2,7.5,2.5,6.1,5.5,-1
2462,RA-536,Aluno-536,3,2024,7.7705,Ametista,10.0,5.5,9.1,8.3,8.1,7.2,7.4,1
2463,RA-1079,Aluno-1079,3,2024,5.4253,Quartzo,10.0,6.3,4.5,7.5,2.5,4.2,4.2,0
2464,RA-331,Aluno-331,3,2024,6.231,Agata,5.0,3.5,7.7,8.8,8.8,6.1,5.6,-1
2465,RA-1522,Aluno-1522,3,2024,8.3261,Topázio,10.0,7.0,10.0,8.8,9.4,6.9,7.1,0
2466,RA-1096,Aluno-1096,3,2024,9.1899,Topázio,10.0,8.5,9.9,9.2,8.8,9.1,9.1,1
2467,RA-513,Aluno-513,3,2024,8.7286,Topázio,10.0,7.7,8.8,10.0,8.1,9.1,8.5,1
2468,RA-531,Aluno-531,3,2024,7.9128,Ametista,10.0,6.7,9.8,9.2,4.4,8.0,7.3,0
2469,RA-1523,Aluno-1523,3,2024,8.6737,Topázio,10.0,8.2,9.3,6.7,8.8,8.9,8.8,1
2470,RA-1524,Aluno-1524,3,2024,5.5474,Quartzo,5.0,4.0,2.8,7.9,7.5,7.7,6.9,-1
2471,RA-1147,Aluno-1147,3,2024,5.8331,Quartzo,5.0,3.2,6.1,8.8,8.8,6.3,5.5,-1
2472,RA-479,Aluno-479,3,2024,8.902,Topázio,10.0,9.7,9.9,9.2,2.5,9.4,9.5,1
2473,RA-517,Aluno-517,3,2024,5.8805,Quartzo,10.0,5.0,5.3,7.5,2.5,6.0,6.1,0
2474,RA-325,Aluno-325,3,2024,8.3851,Topázio,10.0,7.0,9.9,9.2,7.5,8.3,7.6,0
2475,RA-1525,Aluno-1525,3,2024,7.7783,Ametista,10.0,7.0,8.3,7.9,5.6,8.5,7.6,0
2476,RA-518,Aluno-518,3,2024,6.3467,Agata,10.0,4.0,6.8,8.3,2.5,7.1,6.9,0
2477,RA-1146,Aluno-1146,3,2024,5.3933,Quartzo,5.0,2.0,5.0,10.0,6.9,6.3,5.9,-2
2478,RA-530,Aluno-530,3,2024,7.2145,Ametista,10.0,4.5,6.5,8.8,9.4,7.1,7.5,0
2479,RA-524,Aluno-524,3,2024,7.0263,Ametista,10.0,8.7,5.1,7.1,2.5,8.3,7.4,0
2480,RA-578,Aluno-578,3,2024,9.0662,Topázio,10.0,9.8,10.0,10.0,2.5,9.6,9.5,1
2481,RA-526,Aluno-526,3,2024,7.8432,Ametista,5.0,7.3,9.4,9.6,8.1,7.3,7.5,-1
2482,RA-528,Aluno-528,3,2024,7.2763,Ametista,10.0,6.7,5.8,9.2,7.5,7.3,6.9,0
2483,RA-516,Aluno-516,3,2024,8.384,Topázio,10.0,8.8,10.0,10.0,2.5,8.5,7.6,1
2484,RA-534,Aluno-534,3,2024,7.0889,Ametista,10.0,5.0,6.0,9.6,7.5,7.5,7.1,0
2485,RA-1097,Aluno-1097,3,2024,5.4753,Quartzo,5.0,3.0,4.8,10.0,6.3,6.0,5.9,-1
2486,RA-360,Aluno-360,3,2024,6.2932,Agata,5.0,5.8,5.6,8.3,5.0,7.7,7.0,-1
2487,RA-1526,Aluno-1526,3,2024,7.9798,Ametista,10.0,3.8,10.0,9.2,8.8,8.1,8.1,0
2488,RA-1077,Aluno-1077,3,2024,5.5439,Quartzo,10.0,2.0,7.7,0.0,6.9,6.4,6.4,0
2489,RA-508,Aluno-508,3,2024,6.7717,Agata,10.0,4.7,5.6,7.1,7.5,7.7,7.5,1
2490,RA-363,Aluno-363,3,2024,7.6178,Ametista,10.0,5.3,9.5,9.6,5.6,7.3,7.0,0
2491,RA-340,Aluno-340,3,2024,6.7154,Agata,10.0,5.2,6.6,7.9,7.5,6.6,5.8,0
2492,RA-1527,Aluno-1527,3,2024,8.6317,Topázio,10.0,8.0,10.0,9.2,7.5,8.0,7.8,0
2493,RA-509,Aluno-509,3,2024,6.9182,Agata,10.0,6.0,6.4,9.2,2.5,8.3,7.2,0
2494,RA-500,Aluno-500,3,2024,8.0777,Topázio,10.0,6.7,10.0,9.6,2.5,8.6,8.4,0
2495,RA-1528,Aluno-1528,3,2024,7.6226,Ametista,10.0,5.7,7.8,9.2,7.5,8.0,7.3,0
2496,RA-1089,Aluno-1089,3,2024,7.6222,Ametista,10.0,6.8,7.0,9.2,8.1,7.2,7.0,0
2497,RA-1090,Aluno-1090,3,2024,7.7653,Ametista,10.0,6.3,7.6,9.6,7.5,7.8,7.4,0
2498,RA-503,Aluno-503,3,2024,8.5475,Topázio,10.0,7.7,9.8,9.6,7.5,7.8,7.8,1
2499,RA-1093,Aluno-1093,3,2024,8.5079,Topázio,10.0,8.7,7.7,7.5,8.1,8.9,8.9,0
2500,RA-1094,Aluno-1094,3,2024,8.0165,Topázio,10.0,7.3,9.5,9.2,2.5,8.4,8.2,0
2501,RA-1095,Aluno-1095,3,2024,6.1085,Agata,10.0,2.3,7.8,7.5,7.5,5.5,5.1,0
2502,RA-1098,Aluno-1098,3,2024,6.5745,Agata,10.0,3.5,5.8,8.8,7.5,7.3,6.7,0
2503,RA-1106,Aluno-1106,3,2024,5.9363,Quartzo,10.0,0.0,5.4,8.3,7.5,7.7,7.5,0
2504,RA-568,Aluno-568,3,2024,5.5459,Quartzo,5.0,5.2,3.3,7.9,8.1,6.6,5.5,-2
2505,RA-558,Aluno-558,3,2024,5.0481,Quartzo,5.0,3.0,3.8,9.2,8.1,6.1,4.3,-2
2506,RA-559,Aluno-559,3,2024,6.1582,Agata,10.0,3.2,5.7,10.0,8.1,6.3,4.7,0
2507,RA-1529,Aluno-1529,3,2024,6.7101,Agata,5.0,5.5,7.4,6.7,7.5,8.1,7.0,-1
2508,RA-1111,Aluno-1111,3,2024,6.116,Agata,10.0,5.0,4.6,6.2,7.5,6.6,5.8,1
2509,RA-1108,Aluno-1108,3,2024,6.0172,Agata,10.0,3.7,3.8,9.2,8.1,7.2,5.4,0
2510,RA-542,Aluno-542,3,2024,6.7206,Agata,10.0,3.9,6.5,8.8,8.1,7.0,6.2,0
2511,RA-543,Aluno-543,3,2024,8.0468,Topázio,10.0,6.8,9.6,8.8,2.5,8.9,8.7,1
2512,RA-1530,Aluno-1530,3,2024,4.6392,Quartzo,10.0,2.8,2.5,0.0,8.1,7.0,5.3,0
2513,RA-555,Aluno-555,3,2024,5.1115,Quartzo,5.0,4.3,2.8,10.0,6.9,5.0,5.0,-1
2514,RA-1531,Aluno-1531,3,2024,7.0492,Ametista,5.0,5.8,8.0,8.8,7.5,7.3,7.1,-1
2515,RA-1099,Aluno-1099,3,2024,7.3325,Ametista,10.0,3.8,8.1,8.3,10.0,7.8,6.6,0
2516,RA-1154,Aluno-1154,3,2024,7.5661,Ametista,5.0,8.0,9.2,7.9,7.5,7.3,6.7,-1
2517,RA-1100,Aluno-1100,3,2024,6.6497,Agata,10.0,4.7,7.1,7.5,7.5,6.7,5.6,1
2518,RA-381,Aluno-381,3,2024,5.9408,Quartzo,5.0,3.7,6.1,8.3,7.5,6.7,6.1,-2
2519,RA-364,Aluno-364,3,2024,8.2697,Topázio,10.0,7.5,9.5,8.8,7.5,8.0,7.2,0
2520,RA-539,Aluno-539,3,2024,8.4655,Topázio,10.0,5.8,9.2,10.0,7.5,8.8,9.1,0
2521,RA-573,Aluno-573,3,2024,7.839,Ametista,10.0,5.0,9.5,9.2,8.8,7.8,6.8,0
2522,RA-1107,Aluno-1107,3,2024,5.9731,Quartzo,10.0,2.5,6.2,8.8,2.5,7.5,6.8,0
2523,RA-368,Aluno-368,3,2024,6.7822,Agata,5.0,7.0,6.2,7.9,7.5,7.7,6.7,-1
2524,RA-387,Aluno-387,3,2024,6.1255,Agata,5.0,4.3,7.2,7.5,7.5,6.3,6.0,-1
2525,RA-556,Aluno-556,3,2024,5.8334,Quartzo,10.0,3.8,6.2,7.1,2.5,6.4,6.2,0
2526,RA-389,Aluno-389,3,2024,7.208,Ametista,10.0,5.2,6.7,9.6,8.8,6.6,6.7,0
2527,RA-390,Aluno-390,3,2024,6.5472,Agata,10.0,4.2,6.1,7.5,8.8,6.6,6.1,0
2528,RA-376,Aluno-376,3,2024,5.8966,Quartzo,5.0,2.8,8.3,10.0,2.5,6.6,6.3,-1
2529,RA-584,Aluno-584,3,2024,6.7529,Agata,10.0,4.3,5.6,8.8,8.8,7.3,6.4,0
2530,RA-535,Aluno-535,3,2024,7.6596,Ametista,10.0,6.0,7.2,9.2,8.1,8.0,7.5,0
2531,RA-547,Aluno-547,3,2024,7.2103,Ametista,10.0,6.8,7.0,8.8,8.1,5.6,5.9,0
2532,RA-557,Aluno-557,3,2024,9.351,Topázio,10.0,9.7,8.8,10.0,7.5,10.0,9.6,0
2533,RA-548,Aluno-548,3,2024,7.2402,Ametista,10.0,6.7,7.6,9.2,7.5,5.9,5.6,0
2534,RA-1102,Aluno-1102,3,2024,8.4406,Topázio,10.0,9.3,9.4,8.8,8.1,5.9,7.1,1
2535,RA-1532,Aluno-1532,3,2024,4.5485,Quartzo,5.0,2.0,3.9,0.0,7.5,7.5,6.8,-1
2536,RA-538,Aluno-538,3,2024,6.5141,Agata,5.0,6.2,7.7,8.8,7.5,5.6,5.3,-1
2537,RA-365,Aluno-365,3,2024,8.527,Topázio,10.0,6.7,10.0,9.6,7.5,8.4,8.2,1
2538,RA-563,Aluno-563,3,2024,8.5954,Topázio,10.0,8.3,9.5,9.2,8.1,8.1,7.5,0
2539,RA-1157,Aluno-1157,3,2024,7.9161,Ametista,5.0,7.0,9.1,9.6,7.5,8.0,8.5,-1
2540,RA-258,Aluno-258,3,2024,6.4291,Agata,10.0,2.5,6.9,7.1,7.5,7.3,6.7,0
2541,RA-369,Aluno-369,3,2024,5.6673,Quartzo,10.0,1.7,4.9,8.8,7.5,6.4,5.4,0
2542,RA-375,Aluno-375,3,2024,7.97,Ametista,10.0,6.8,9.4,9.6,7.5,7.2,6.4,0
2543,RA-1533,Aluno-1533,3,2024,9.0898,Topázio,10.0,9.5,9.7,9.2,8.1,8.5,8.3,0
2544,RA-1534,Aluno-1534,3,2024,7.1884,Ametista,10.0,1.2,9.7,7.9,8.1,8.0,8.1,0
